======== Warning: The profile is invalid or incomplete
======== Profiling result:
   Start  Duration            Grid Size      Block Size     Regs*    SSMem*    DSMem*      Size  Throughput           Device   Context    Stream  Name
19.2577s  175.67us              (2 1 1)      (1024 1 1)        15        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_left<float, float, Eigen::internal::scalar_product_op<float, float>, bool=1>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [1832917]
19.2579s     417ns                    -               -         -         -         -      120B  287.77MB/s        GK20A (0)         1        13  [CUDA memcpy HtoD]
19.2579s  2.1633ms              (1 1 1)      (1024 1 1)        19        0B        0B         -           -        GK20A (0)         1        13  void tensorflow::internal::TransposeKernel<unsigned int>(int, unsigned int const *, int const *, int, tensorflow::internal::TransposeKernel<unsigned int>*) [1832964]
19.3147s  93.750us              (2 1 1)      (1024 1 1)         8        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_NonVectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<bool, int=1, int=1, int>, int=16>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_right<bool, float, Eigen::internal::greater<float>, bool=0>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(bool, int=1) [1832975]
19.3148s  201.33us              (2 1 1)      (1024 1 1)         8        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_NonVectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorSelectOp<Eigen::TensorMap<Eigen::Tensor<bool const , int=1, int=1, int>, int=16> const , Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const , Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [1832982]
19.3150s     416ns                    -               -         -         -         -  346.11KB  832.00GB/s        GK20A (0)         1        13  [CUDA memset]
19.3151s  5.1973ms              (8 3 1)       (16 16 1)        69  8.1920KB        0B         -           -        GK20A (0)         1        13  void Eigen::EigenFloatContractionKernel16x16<int, Eigen::internal::TensorContractionInputMapper<float, int, int=1, Eigen::TensorEvaluator<Eigen::TensorMap<Eigen::Tensor<float const , int=2, int=1, int>, int=16> const , Eigen::GpuDevice>, Eigen::array<int, unsigned int=1>, Eigen::array<int, unsigned int=1>, int=4, bool=1, bool=0, int=0>, Eigen::internal::TensorContractionInputMapper<float, int, int=0, Eigen::TensorEvaluator<Eigen::TensorMap<Eigen::Tensor<float const , int=2, int=1, int>, int=16> const , Eigen::GpuDevice>, Eigen::array<int, unsigned int=1>, Eigen::array<int, unsigned int=1>, int=4, bool=1, bool=0, int=0>, Eigen::internal::blas_data_mapper<float, int, int=0, int=0>>(float, int, int=1, int, int=1, int=1) [1832995]
19.3203s  133.50us              (2 1 1)      (1024 1 1)        32        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_NonVectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=2, int=1, int>, int=16>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_product_op<float, float>, Eigen::TensorBroadcastingOp<Eigen::array<int, unsigned int=2> const , Eigen::TensorMap<Eigen::Tensor<float const , int=2, int=1, int>, int=16> const > const , Eigen::TensorBroadcastingOp<Eigen::array<int, unsigned int=2> const , Eigen::TensorMap<Eigen::Tensor<float const , int=2, int=1, int>, int=16> const > const > const > const , Eigen::GpuDevice>, int>(float, int=2) [1833002]
19.3204s  94.417us              (2 1 1)      (1024 1 1)        18        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_NonVectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=2, int=1, int>, int=16>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_sum_op<float>, Eigen::TensorMap<Eigen::Tensor<float const , int=2, int=1, int>, int=16> const , Eigen::TensorBroadcastingOp<Eigen::array<int, unsigned int=2> const , Eigen::TensorMap<Eigen::Tensor<float const , int=2, int=1, int>, int=16> const > const > const > const , Eigen::GpuDevice>, int>(float, int=2) [1833009]
19.3205s  89.833us              (2 1 1)      (1024 1 1)        15        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_left<float, float, Eigen::internal::scalar_product_op<float, float>, bool=1>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [1833016]
19.3206s  50.250us              (2 1 1)      (1024 1 1)         8        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_NonVectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<bool, int=1, int=1, int>, int=16>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_right<bool, float, Eigen::internal::greater<float>, bool=0>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(bool, int=1) [1833023]
19.3207s  105.08us              (2 1 1)      (1024 1 1)         8        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_NonVectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorSelectOp<Eigen::TensorMap<Eigen::Tensor<bool const , int=1, int=1, int>, int=16> const , Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const , Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [1833030]
19.3208s     333ns                    -               -         -         -         -  692.22KB   2e+03GB/s        GK20A (0)         1        13  [CUDA memset]
19.3209s  43.329ms             (16 3 1)       (16 16 1)        62  8.1920KB        0B         -           -        GK20A (0)         1        13  void Eigen::EigenFloatContractionKernel16x16<int, Eigen::internal::TensorContractionInputMapper<float, int, int=1, Eigen::TensorEvaluator<Eigen::TensorReshapingOp<Eigen::DSizes<int, int=2> const , Eigen::TensorMap<Eigen::Tensor<float const , int=4, int=1, int>, int=16> const > const , Eigen::GpuDevice>, Eigen::array<int, unsigned int=1>, Eigen::array<int, unsigned int=1>, int=4, bool=1, bool=0, int=0>, Eigen::internal::TensorContractionInputMapper<float, int, int=0, Eigen::TensorEvaluator<Eigen::TensorReshapingOp<Eigen::DSizes<int, int=2> const , Eigen::TensorImagePatchOp<int=-1, int=-1, Eigen::TensorMap<Eigen::Tensor<float const , int=4, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, Eigen::array<int, unsigned int=1>, Eigen::array<int, unsigned int=1>, int=4, bool=1, bool=0, int=0>, Eigen::internal::blas_data_mapper<float, int, int=0, int=0>>(float, int, int=1, int, int=1, int=1) [1833043]
19.3642s  258.25us              (2 1 1)      (1024 1 1)        32        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_NonVectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=2, int=1, int>, int=16>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_product_op<float, float>, Eigen::TensorBroadcastingOp<Eigen::array<int, unsigned int=2> const , Eigen::TensorMap<Eigen::Tensor<float const , int=2, int=1, int>, int=16> const > const , Eigen::TensorBroadcastingOp<Eigen::array<int, unsigned int=2> const , Eigen::TensorMap<Eigen::Tensor<float const , int=2, int=1, int>, int=16> const > const > const > const , Eigen::GpuDevice>, int>(float, int=2) [1833050]
19.3644s  172.83us              (2 1 1)      (1024 1 1)        18        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_NonVectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=2, int=1, int>, int=16>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_sum_op<float>, Eigen::TensorMap<Eigen::Tensor<float const , int=2, int=1, int>, int=16> const , Eigen::TensorBroadcastingOp<Eigen::array<int, unsigned int=2> const , Eigen::TensorMap<Eigen::Tensor<float const , int=2, int=1, int>, int=16> const > const > const > const , Eigen::GpuDevice>, int>(float, int=2) [1833057]
19.3646s  175.50us              (2 1 1)      (1024 1 1)        15        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_left<float, float, Eigen::internal::scalar_product_op<float, float>, bool=1>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [1833064]
19.3648s  95.917us              (2 1 1)      (1024 1 1)         8        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_NonVectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<bool, int=1, int=1, int>, int=16>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_right<bool, float, Eigen::internal::greater<float>, bool=0>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(bool, int=1) [1833071]
19.3649s  200.25us              (2 1 1)      (1024 1 1)         8        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_NonVectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorSelectOp<Eigen::TensorMap<Eigen::Tensor<bool const , int=1, int=1, int>, int=16> const , Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const , Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [1833078]
19.3651s     333ns                    -               -         -         -         -  346.11KB   1e+03GB/s        GK20A (0)         1        13  [CUDA memset]
19.3651s  5.2335ms              (8 3 1)       (16 16 1)        69  8.1920KB        0B         -           -        GK20A (0)         1        13  void Eigen::EigenFloatContractionKernel16x16<int, Eigen::internal::TensorContractionInputMapper<float, int, int=1, Eigen::TensorEvaluator<Eigen::TensorMap<Eigen::Tensor<float const , int=2, int=1, int>, int=16> const , Eigen::GpuDevice>, Eigen::array<int, unsigned int=1>, Eigen::array<int, unsigned int=1>, int=4, bool=1, bool=0, int=0>, Eigen::internal::TensorContractionInputMapper<float, int, int=0, Eigen::TensorEvaluator<Eigen::TensorMap<Eigen::Tensor<float const , int=2, int=1, int>, int=16> const , Eigen::GpuDevice>, Eigen::array<int, unsigned int=1>, Eigen::array<int, unsigned int=1>, int=4, bool=1, bool=0, int=0>, Eigen::internal::blas_data_mapper<float, int, int=0, int=0>>(float, int, int=1, int, int=1, int=1) [1833091]
19.3704s  131.42us              (2 1 1)      (1024 1 1)        32        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_NonVectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=2, int=1, int>, int=16>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_product_op<float, float>, Eigen::TensorBroadcastingOp<Eigen::array<int, unsigned int=2> const , Eigen::TensorMap<Eigen::Tensor<float const , int=2, int=1, int>, int=16> const > const , Eigen::TensorBroadcastingOp<Eigen::array<int, unsigned int=2> const , Eigen::TensorMap<Eigen::Tensor<float const , int=2, int=1, int>, int=16> const > const > const > const , Eigen::GpuDevice>, int>(float, int=2) [1833098]
19.3705s  97.083us              (2 1 1)      (1024 1 1)        18        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_NonVectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=2, int=1, int>, int=16>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_sum_op<float>, Eigen::TensorMap<Eigen::Tensor<float const , int=2, int=1, int>, int=16> const , Eigen::TensorBroadcastingOp<Eigen::array<int, unsigned int=2> const , Eigen::TensorMap<Eigen::Tensor<float const , int=2, int=1, int>, int=16> const > const > const > const , Eigen::GpuDevice>, int>(float, int=2) [1833105]
19.3706s  89.834us              (2 1 1)      (1024 1 1)        15        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_left<float, float, Eigen::internal::scalar_product_op<float, float>, bool=1>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [1833112]
19.3707s  50.000us              (2 1 1)      (1024 1 1)         8        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_NonVectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<bool, int=1, int=1, int>, int=16>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_right<bool, float, Eigen::internal::greater<float>, bool=0>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(bool, int=1) [1833119]
19.3708s  101.50us              (2 1 1)      (1024 1 1)         8        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_NonVectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorSelectOp<Eigen::TensorMap<Eigen::Tensor<bool const , int=1, int=1, int>, int=16> const , Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const , Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [1833126]
19.3709s     334ns                    -               -         -         -         -  692.22KB   2e+03GB/s        GK20A (0)         1        13  [CUDA memset]
19.3709s  43.480ms             (16 3 1)       (16 16 1)        62  8.1920KB        0B         -           -        GK20A (0)         1        13  void Eigen::EigenFloatContractionKernel16x16<int, Eigen::internal::TensorContractionInputMapper<float, int, int=1, Eigen::TensorEvaluator<Eigen::TensorReshapingOp<Eigen::DSizes<int, int=2> const , Eigen::TensorMap<Eigen::Tensor<float const , int=4, int=1, int>, int=16> const > const , Eigen::GpuDevice>, Eigen::array<int, unsigned int=1>, Eigen::array<int, unsigned int=1>, int=4, bool=1, bool=0, int=0>, Eigen::internal::TensorContractionInputMapper<float, int, int=0, Eigen::TensorEvaluator<Eigen::TensorReshapingOp<Eigen::DSizes<int, int=2> const , Eigen::TensorImagePatchOp<int=-1, int=-1, Eigen::TensorMap<Eigen::Tensor<float const , int=4, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, Eigen::array<int, unsigned int=1>, Eigen::array<int, unsigned int=1>, int=4, bool=1, bool=0, int=0>, Eigen::internal::blas_data_mapper<float, int, int=0, int=0>>(float, int, int=1, int, int=1, int=1) [1833139]
19.4144s  259.00us              (2 1 1)      (1024 1 1)        32        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_NonVectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=2, int=1, int>, int=16>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_product_op<float, float>, Eigen::TensorBroadcastingOp<Eigen::array<int, unsigned int=2> const , Eigen::TensorMap<Eigen::Tensor<float const , int=2, int=1, int>, int=16> const > const , Eigen::TensorBroadcastingOp<Eigen::array<int, unsigned int=2> const , Eigen::TensorMap<Eigen::Tensor<float const , int=2, int=1, int>, int=16> const > const > const > const , Eigen::GpuDevice>, int>(float, int=2) [1833146]
19.4147s  177.25us              (2 1 1)      (1024 1 1)        18        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_NonVectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=2, int=1, int>, int=16>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_sum_op<float>, Eigen::TensorMap<Eigen::Tensor<float const , int=2, int=1, int>, int=16> const , Eigen::TensorBroadcastingOp<Eigen::array<int, unsigned int=2> const , Eigen::TensorMap<Eigen::Tensor<float const , int=2, int=1, int>, int=16> const > const > const > const , Eigen::GpuDevice>, int>(float, int=2) [1833153]
19.4149s  175.83us              (2 1 1)      (1024 1 1)        15        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_left<float, float, Eigen::internal::scalar_product_op<float, float>, bool=1>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [1833160]
19.4150s  101.42us              (2 1 1)      (1024 1 1)         8        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_NonVectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<bool, int=1, int=1, int>, int=16>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_right<bool, float, Eigen::internal::greater<float>, bool=0>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(bool, int=1) [1833167]
19.4152s  212.00us              (2 1 1)      (1024 1 1)         8        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_NonVectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorSelectOp<Eigen::TensorMap<Eigen::Tensor<bool const , int=1, int=1, int>, int=16> const , Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const , Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [1833174]
19.4154s     833ns                    -               -         -         -         -  692.22KB  831.00GB/s        GK20A (0)         1        13  [CUDA memset]
19.4155s  86.428ms             (16 3 1)       (16 16 1)        62  8.1920KB        0B         -           -        GK20A (0)         1        13  void Eigen::EigenFloatContractionKernel16x16<int, Eigen::internal::TensorContractionInputMapper<float, int, int=1, Eigen::TensorEvaluator<Eigen::TensorReshapingOp<Eigen::DSizes<int, int=2> const , Eigen::TensorMap<Eigen::Tensor<float const , int=4, int=1, int>, int=16> const > const , Eigen::GpuDevice>, Eigen::array<int, unsigned int=1>, Eigen::array<int, unsigned int=1>, int=4, bool=1, bool=0, int=0>, Eigen::internal::TensorContractionInputMapper<float, int, int=0, Eigen::TensorEvaluator<Eigen::TensorReshapingOp<Eigen::DSizes<int, int=2> const , Eigen::TensorImagePatchOp<int=-1, int=-1, Eigen::TensorMap<Eigen::Tensor<float const , int=4, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, Eigen::array<int, unsigned int=1>, Eigen::array<int, unsigned int=1>, int=4, bool=1, bool=0, int=0>, Eigen::internal::blas_data_mapper<float, int, int=0, int=0>>(float, int, int=1, int, int=1, int=1) [1833187]
19.5019s  260.75us              (2 1 1)      (1024 1 1)        32        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_NonVectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=2, int=1, int>, int=16>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_product_op<float, float>, Eigen::TensorBroadcastingOp<Eigen::array<int, unsigned int=2> const , Eigen::TensorMap<Eigen::Tensor<float const , int=2, int=1, int>, int=16> const > const , Eigen::TensorBroadcastingOp<Eigen::array<int, unsigned int=2> const , Eigen::TensorMap<Eigen::Tensor<float const , int=2, int=1, int>, int=16> const > const > const > const , Eigen::GpuDevice>, int>(float, int=2) [1833194]
19.5021s  181.17us              (2 1 1)      (1024 1 1)        18        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_NonVectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=2, int=1, int>, int=16>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_sum_op<float>, Eigen::TensorMap<Eigen::Tensor<float const , int=2, int=1, int>, int=16> const , Eigen::TensorBroadcastingOp<Eigen::array<int, unsigned int=2> const , Eigen::TensorMap<Eigen::Tensor<float const , int=2, int=1, int>, int=16> const > const > const > const , Eigen::GpuDevice>, int>(float, int=2) [1833201]
19.5023s  175.92us              (2 1 1)      (1024 1 1)        15        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_left<float, float, Eigen::internal::scalar_product_op<float, float>, bool=1>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [1833208]
19.5025s  97.500us              (2 1 1)      (1024 1 1)         8        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_NonVectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<bool, int=1, int=1, int>, int=16>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_right<bool, float, Eigen::internal::greater<float>, bool=0>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(bool, int=1) [1833215]
19.5026s  217.67us              (2 1 1)      (1024 1 1)         8        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_NonVectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorSelectOp<Eigen::TensorMap<Eigen::Tensor<bool const , int=1, int=1, int>, int=16> const , Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const , Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [1833222]
19.5028s  1.0840us                    -               -         -         -         -  692.22KB  638.58GB/s        GK20A (0)         1        13  [CUDA memset]
19.5029s  87.420ms             (16 3 1)       (16 16 1)        62  8.1920KB        0B         -           -        GK20A (0)         1        13  void Eigen::EigenFloatContractionKernel16x16<int, Eigen::internal::TensorContractionInputMapper<float, int, int=1, Eigen::TensorEvaluator<Eigen::TensorReshapingOp<Eigen::DSizes<int, int=2> const , Eigen::TensorMap<Eigen::Tensor<float const , int=4, int=1, int>, int=16> const > const , Eigen::GpuDevice>, Eigen::array<int, unsigned int=1>, Eigen::array<int, unsigned int=1>, int=4, bool=1, bool=0, int=0>, Eigen::internal::TensorContractionInputMapper<float, int, int=0, Eigen::TensorEvaluator<Eigen::TensorReshapingOp<Eigen::DSizes<int, int=2> const , Eigen::TensorImagePatchOp<int=-1, int=-1, Eigen::TensorMap<Eigen::Tensor<float const , int=4, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, Eigen::array<int, unsigned int=1>, Eigen::array<int, unsigned int=1>, int=4, bool=1, bool=0, int=0>, Eigen::internal::blas_data_mapper<float, int, int=0, int=0>>(float, int, int=1, int, int=1, int=1) [1833235]
19.5903s  261.67us              (2 1 1)      (1024 1 1)        32        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_NonVectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=2, int=1, int>, int=16>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_product_op<float, float>, Eigen::TensorBroadcastingOp<Eigen::array<int, unsigned int=2> const , Eigen::TensorMap<Eigen::Tensor<float const , int=2, int=1, int>, int=16> const > const , Eigen::TensorBroadcastingOp<Eigen::array<int, unsigned int=2> const , Eigen::TensorMap<Eigen::Tensor<float const , int=2, int=1, int>, int=16> const > const > const > const , Eigen::GpuDevice>, int>(float, int=2) [1833242]
19.5906s  183.25us              (2 1 1)      (1024 1 1)        18        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_NonVectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=2, int=1, int>, int=16>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_sum_op<float>, Eigen::TensorMap<Eigen::Tensor<float const , int=2, int=1, int>, int=16> const , Eigen::TensorBroadcastingOp<Eigen::array<int, unsigned int=2> const , Eigen::TensorMap<Eigen::Tensor<float const , int=2, int=1, int>, int=16> const > const > const > const , Eigen::GpuDevice>, int>(float, int=2) [1833249]
19.5908s  176.33us              (2 1 1)      (1024 1 1)        15        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_Vectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_left<float, float, Eigen::internal::scalar_product_op<float, float>, bool=1>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(float, int=1) [1833256]
19.5936s  96.749us              (2 1 1)      (1024 1 1)         8        0B        0B         -           -        GK20A (0)         1        13  void Eigen::internal::EigenMetaKernel_NonVectorizable<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<bool, int=1, int=1, int>, int=16>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_right<bool, float, Eigen::internal::greater<float>, bool=0>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16> const > const > const , Eigen::GpuDevice>, int>(bool, int=1) [1833263]
